binding_id,ssd_component_id,ssd_component_name,l2_code,l2_name,ssd_connector_name,ssd_connector_id,direction,data_type,unit,quantity,item_type,item_code,item_name,item_name_en,item_unit_or_medium,interface_type,original_sysml_path,original_product_code,original_product_name,original_port_name,original_port_id,source_connection_ids,simulink_model,simulink_port_name,simulink_port_type,future_fmu_file,future_fmu_variable,future_fmu_causality,future_fmu_variability,alias_reason,legacy_match,legacy_conflict_fields,review_flags,binding_status,notes
BIND::L2_8100::p_8122_rp_77c439392dea95b4,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_77c439392dea95b4,L2_8100.p_8122_rp_77c439392dea95b4,output,Real,[-],ESSPowerRequest,Real,ITM-CMD-025,储能功率请求,ESSPowerRequest,W,IF_IF_CMD_025,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_77c439392dea95b4,8122,车辆控制单元,储能功率请求输出,PORT::8122::储能功率请求输出::ITM-CMD-025::输出,CG_7A2381DC8C36A40B747035A5,L2_8100.slx,p_8122_rp_77c439392dea95b4,Outport,L2_8100.fmu,p_8122_rp_77c439392dea95b4,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_8100::p_8122_rp_81e596aab3f0fe4c,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_81e596aab3f0fe4c,L2_8100.p_8122_rp_81e596aab3f0fe4c,input,Real,[-],TractionConverterFault,Enum/Bitset,ITM-STA-019,牵引变流器故障状态,TractionConverterFault,无,IF_IF_STA_019,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_81e596aab3f0fe4c,8122,车辆控制单元,牵引变流器故障状态输入,PORT::8122::牵引变流器故障状态输入::ITM-STA-019::输入,CG_55513667B46680F5B87A0939,L2_8100.slx,p_8122_rp_81e596aab3f0fe4c,Inport,L2_8100.fmu,p_8122_rp_81e596aab3f0fe4c,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Enum/Bitset requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8122_rp_8c3ed075d33335e8,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_8c3ed075d33335e8,L2_8100.p_8122_rp_8c3ed075d33335e8,input,Real,[-],ESSAvailableChargePower,Real,ITM-LIM-009,储能可用充电功率,ESSAvailableChargePower,W,IF_IF_LIM_009,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_8c3ed075d33335e8,8122,车辆控制单元,储能可用充电功率输入,PORT::8122::储能可用充电功率输入::ITM-LIM-009::输入,CG_CB302083C9F33A1345D9C406,L2_8100.slx,p_8122_rp_8c3ed075d33335e8,Inport,L2_8100.fmu,p_8122_rp_8c3ed075d33335e8,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_8100::p_8122_rp_9d3500c169fe7103,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_9d3500c169fe7103,L2_8100.p_8122_rp_9d3500c169fe7103,input,Real,[-],ESSFault,Enum/Bitset,ITM-STA-031,储能系统故障状态,ESSFault,无,IF_IF_STA_031,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_9d3500c169fe7103,8122,车辆控制单元,储能系统故障状态输入,PORT::8122::储能系统故障状态输入::ITM-STA-031::输入,CG_C113ED5B462ACDD4ACE56E91,L2_8100.slx,p_8122_rp_9d3500c169fe7103,Inport,L2_8100.fmu,p_8122_rp_9d3500c169fe7103,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Enum/Bitset requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8122_rp_a095b9b42ab5cc7d,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_a095b9b42ab5cc7d,L2_8100.p_8122_rp_a095b9b42ab5cc7d,input,Real,[-],ESSAbsorbedPower,Real,ITM-ACC-004,储能吸收功率,ESSAbsorbedPower,W,IF_IF_ACC_004,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_a095b9b42ab5cc7d,8122,车辆控制单元,储能吸收功率输入,PORT::8122::储能吸收功率输入::ITM-ACC-004::输入,CG_093EFCE58F3AB220CFEC48AC,L2_8100.slx,p_8122_rp_a095b9b42ab5cc7d,Inport,L2_8100.fmu,p_8122_rp_a095b9b42ab5cc7d,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_8100::p_8122_rp_a4aac084c46e1e57,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_a4aac084c46e1e57,L2_8100.p_8122_rp_a4aac084c46e1e57,output,Real,[-],DCDCEnableCommand,Boolean,ITM-CMD-026,双向DC/DC使能,DCDCEnableCommand,无,IF_IF_CMD_026,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_a4aac084c46e1e57,8122,车辆控制单元,双向DC/DC使能输出,PORT::8122::双向DC_DC使能输出::ITM-CMD-026::输出,CG_25DC22E45A984D1CB28D188B,L2_8100.slx,p_8122_rp_a4aac084c46e1e57,Outport,L2_8100.fmu,p_8122_rp_a4aac084c46e1e57,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8122_rp_abc36140248d0eef,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_abc36140248d0eef,L2_8100.p_8122_rp_abc36140248d0eef,input,Real,[-],GridAcceptableRegenerativePower,Real,ITM-LIM-005,接触网可接收功率,GridAcceptableRegenerativePower,W,IF_IF_LIM_005,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_abc36140248d0eef,8122,车辆控制单元,接触网可接收功率输入,PORT::8122::接触网可接收功率输入::ITM-LIM-005::输入,CG_BDD8747118488C9BE895D95F,L2_8100.slx,p_8122_rp_abc36140248d0eef,Inport,L2_8100.fmu,p_8122_rp_abc36140248d0eef,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_8100::p_8122_rp_b1fb8856841fb7cf,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_b1fb8856841fb7cf,L2_8100.p_8122_rp_b1fb8856841fb7cf,input,Real,[-],BrakeAvailability,Boolean,ITM-STA-003,制动系统可用状态,BrakeAvailability,无,IF_IF_STA_003,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_b1fb8856841fb7cf,8122,车辆控制单元,制动系统可用状态输入,PORT::8122::制动系统可用状态输入::ITM-STA-003::输入,CG_1102EBD35D52A38B96D5D2E7,L2_8100.slx,p_8122_rp_b1fb8856841fb7cf,Inport,L2_8100.fmu,p_8122_rp_b1fb8856841fb7cf,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8122_rp_bd78e8d84d334672,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_bd78e8d84d334672,L2_8100.p_8122_rp_bd78e8d84d334672,input,Real,[-],RegenerativePowerActual,Real,ITM-ACC-002,实际再生功率,RegenerativePowerActual,W,IF_IF_ACC_002,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_bd78e8d84d334672,8122,车辆控制单元,实际再生功率输入,PORT::8122::实际再生功率输入::ITM-ACC-002::输入,CG_40ADD911FF2840BEEAA67F8D,L2_8100.slx,p_8122_rp_bd78e8d84d334672,Inport,L2_8100.fmu,p_8122_rp_bd78e8d84d334672,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_8100::p_8122_rp_dae173a1561f3f35,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_dae173a1561f3f35,L2_8100.p_8122_rp_dae173a1561f3f35,input,Real,[-],BrakeResistorDissipatedPower,Real,ITM-ACC-005,制动电阻耗散功率,BrakeResistorDissipatedPower,W,IF_IF_ACC_005,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_dae173a1561f3f35,8122,车辆控制单元,制动电阻耗散功率输入,PORT::8122::制动电阻耗散功率输入::ITM-ACC-005::输入,CG_A35E2178763C6233BE73AA36,L2_8100.slx,p_8122_rp_dae173a1561f3f35,Inport,L2_8100.fmu,p_8122_rp_dae173a1561f3f35,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_8100::p_8122_rp_e1808e35289aaba6,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_e1808e35289aaba6,L2_8100.p_8122_rp_e1808e35289aaba6,input,Real,[-],DCDCActualPower,Real,ITM-MEA-029,双向DC/DC实际功率,DCDCActualPower,W,IF_IF_MEA_029,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_e1808e35289aaba6,8122,车辆控制单元,双向DC/DC实际功率输入,PORT::8122::双向DC_DC实际功率输入::ITM-MEA-029::输入,CG_A6D783BBFCF6C6DA11FFCF2D,L2_8100.slx,p_8122_rp_e1808e35289aaba6,Inport,L2_8100.fmu,p_8122_rp_e1808e35289aaba6,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_8100::p_8122_rp_eb1cf5594b5796be,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_eb1cf5594b5796be,L2_8100.p_8122_rp_eb1cf5594b5796be,input,Real,[-],GridReturnedPower,Real,ITM-ACC-003,回馈电网功率,GridReturnedPower,W,IF_IF_ACC_003,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_eb1cf5594b5796be,8122,车辆控制单元,回馈电网功率输入,PORT::8122::回馈电网功率输入::ITM-ACC-003::输入,CG_B399D92EE15558C08A95FA03,L2_8100.slx,p_8122_rp_eb1cf5594b5796be,Inport,L2_8100.fmu,p_8122_rp_eb1cf5594b5796be,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_8100::p_8122_rp_f704c2e7bab06749,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_f704c2e7bab06749,L2_8100.p_8122_rp_f704c2e7bab06749,output,Real,[-],ESSPrechargeCommand,Boolean,ITM-CMD-028,储能预充电指令,ESSPrechargeCommand,无,IF_IF_CMD_028,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_f704c2e7bab06749,8122,车辆控制单元,储能预充电指令输出,PORT::8122::储能预充电指令输出::ITM-CMD-028::输出,CG_D9CD1E8933F596F319A67625,L2_8100.slx,p_8122_rp_f704c2e7bab06749,Outport,L2_8100.fmu,p_8122_rp_f704c2e7bab06749,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8125_rp_1809c94f1581c7f8,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8125_rp_1809c94f1581c7f8,L2_8100.p_8125_rp_1809c94f1581c7f8,input,Real,[-],GridAcceptableRegenerativePower,Real,ITM-LIM-005,接触网可接收功率,GridAcceptableRegenerativePower,W,IF_IF_LIM_005,p_N_8000.p_N_8100.p_N_8120.p_N_8125.rp_1809c94f1581c7f8,8125,列车级牵引控制单元,接触网可接收功率输入,PORT::8125::接触网可接收功率输入::ITM-LIM-005::输入,CG_08375F15DCE75E45D4C45CE8,L2_8100.slx,p_8125_rp_1809c94f1581c7f8,Inport,L2_8100.fmu,p_8125_rp_1809c94f1581c7f8,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_8100::p_8125_rp_1faca3fc4ff0e741,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8125_rp_1faca3fc4ff0e741,L2_8100.p_8125_rp_1faca3fc4ff0e741,input,Real,[-],MotorTorqueActual,Real,ITM-MEA-012,牵引电机实际转矩,MotorTorqueActual,N·m,IF_IF_MEA_012,p_N_8000.p_N_8100.p_N_8120.p_N_8125.rp_1faca3fc4ff0e741,8125,列车级牵引控制单元,牵引电机实际转矩输入,PORT::8125::牵引电机实际转矩输入::ITM-MEA-012::输入,CG_65E377DBF988541FA5778D1E,L2_8100.slx,p_8125_rp_1faca3fc4ff0e741,Inport,L2_8100.fmu,p_8125_rp_1faca3fc4ff0e741,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium N·m
BIND::L2_8100::p_8125_rp_36a59f5828d4c515,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8125_rp_36a59f5828d4c515,L2_8100.p_8125_rp_36a59f5828d4c515,output,Real,[-],AchievedDynamicBrakeForce,Real,ITM-MEA-013,实际动态制动力,AchievedDynamicBrakeForce,N,IF_IF_MEA_013,p_N_8000.p_N_8100.p_N_8120.p_N_8125.rp_36a59f5828d4c515,8125,列车级牵引控制单元,实际动态制动力输出,PORT::8125::实际动态制动力输出::ITM-MEA-013::输出,CG_E8DAA56D71F2BE4B5E1C9BBF,L2_8100.slx,p_8125_rp_36a59f5828d4c515,Outport,L2_8100.fmu,p_8125_rp_36a59f5828d4c515,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium N
BIND::L2_8100::p_8125_rp_4e582bfad9ebbf1d,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8125_rp_4e582bfad9ebbf1d,L2_8100.p_8125_rp_4e582bfad9ebbf1d,input,Real,[-],MotorSpeed,Real,ITM-MEA-004,牵引电机转速,MotorSpeed,rad/s,IF_IF_MEA_004,p_N_8000.p_N_8100.p_N_8120.p_N_8125.rp_4e582bfad9ebbf1d,8125,列车级牵引控制单元,牵引电机转速输入,PORT::8125::牵引电机转速输入::ITM-MEA-004::输入,CG_89DF67BFD358C3EEF4DB05F2,L2_8100.slx,p_8125_rp_4e582bfad9ebbf1d,Inport,L2_8100.fmu,p_8125_rp_4e582bfad9ebbf1d,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium rad/s
BIND::L2_8100::p_8125_rp_70a8e2c4b0887b4d,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8125_rp_70a8e2c4b0887b4d,L2_8100.p_8125_rp_70a8e2c4b0887b4d,output,Real,[-],MotorTorqueRequest,Real,ITM-CMD-012,牵引电机转矩请求,MotorTorqueRequest,N·m,IF_IF_CMD_012,p_N_8000.p_N_8100.p_N_8120.p_N_8125.rp_70a8e2c4b0887b4d,8125,列车级牵引控制单元,牵引电机转矩请求输出,PORT::8125::牵引电机转矩请求输出::ITM-CMD-012::输出,CG_7365C853DD9391D9914E0C8A,L2_8100.slx,p_8125_rp_70a8e2c4b0887b4d,Outport,L2_8100.fmu,p_8125_rp_70a8e2c4b0887b4d,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium N·m
BIND::L2_8100::p_8125_rp_7262595caaf3b8d8,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8125_rp_7262595caaf3b8d8,L2_8100.p_8125_rp_7262595caaf3b8d8,input,Real,[-],DCLinkVoltage,Real,ITM-MEA-008,中间直流母线电压,DCLinkVoltage,V,IF_IF_MEA_008,p_N_8000.p_N_8100.p_N_8120.p_N_8125.rp_7262595caaf3b8d8,8125,列车级牵引控制单元,中间直流母线电压输入,PORT::8125::中间直流母线电压输入::ITM-MEA-008::输入,CG_C8FE042475056BF85CFA2B40,L2_8100.slx,p_8125_rp_7262595caaf3b8d8,Inport,L2_8100.fmu,p_8125_rp_7262595caaf3b8d8,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium V
BIND::L2_8100::p_8125_rp_b60dd66dcfd10afa,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8125_rp_b60dd66dcfd10afa,L2_8100.p_8125_rp_b60dd66dcfd10afa,output,Real,[-],AvailableDynamicBrakeForce,Real,ITM-LIM-001,可用动态制动力,AvailableDynamicBrakeForce,N,IF_IF_LIM_001,p_N_8000.p_N_8100.p_N_8120.p_N_8125.rp_b60dd66dcfd10afa,8125,列车级牵引控制单元,可用动态制动力输出,PORT::8125::可用动态制动力输出::ITM-LIM-001::输出,CG_BEDE0932E86628B2EFCA8CCD,L2_8100.slx,p_8125_rp_b60dd66dcfd10afa,Outport,L2_8100.fmu,p_8125_rp_b60dd66dcfd10afa,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium N
BIND::L2_8100::p_8125_rp_d69905c106b65d8f,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8125_rp_d69905c106b65d8f,L2_8100.p_8125_rp_d69905c106b65d8f,input,Real,[-],DynamicBrakeForceRequest,Real,ITM-CMD-006,动态制动力请求,DynamicBrakeForceRequest,N,IF_IF_CMD_006,p_N_8000.p_N_8100.p_N_8120.p_N_8125.rp_d69905c106b65d8f,8125,列车级牵引控制单元,动态制动力请求输入,PORT::8125::动态制动力请求输入::ITM-CMD-006::输入,CG_B251741505CB19FE47559F29,L2_8100.slx,p_8125_rp_d69905c106b65d8f,Inport,L2_8100.fmu,p_8125_rp_d69905c106b65d8f,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium N
BIND::L2_8100::p_8125_rp_dae11d7502a6c37a,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8125_rp_dae11d7502a6c37a,L2_8100.p_8125_rp_dae11d7502a6c37a,output,Real,[-],DynamicBrakeAvailability,Boolean,ITM-STA-002,动态制动可用状态,DynamicBrakeAvailability,无,IF_IF_STA_002,p_N_8000.p_N_8100.p_N_8120.p_N_8125.rp_dae11d7502a6c37a,8125,列车级牵引控制单元,动态制动可用状态输出,PORT::8125::动态制动可用状态输出::ITM-STA-002::输出,CG_1ACF37CC65D3FF235E8BD75C,L2_8100.slx,p_8125_rp_dae11d7502a6c37a,Outport,L2_8100.fmu,p_8125_rp_dae11d7502a6c37a,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8127_rp_8f3091a86214dd4e,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8127_rp_8f3091a86214dd4e,L2_8100.p_8127_rp_8f3091a86214dd4e,output,Real,[-],SafetyBrakeRequest,Enum,ITM-CMD-030,安全停车/制动请求,SafetyBrakeRequest,无,IF_IF_CMD_030,p_N_8000.p_N_8100.p_N_8120.p_N_8127.rp_8f3091a86214dd4e,8127,ATP接口单元,安全停车/制动请求输出,PORT::8127::安全停车_制动请求输出::ITM-CMD-030::输出,CG_ED49C68C1459BB1005D412BB,L2_8100.slx,p_8127_rp_8f3091a86214dd4e,Outport,L2_8100.fmu,p_8127_rp_8f3091a86214dd4e,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Enum requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8127_rp_a916a9847aeadebb,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8127_rp_a916a9847aeadebb,L2_8100.p_8127_rp_a916a9847aeadebb,input,Real,[-],ExternalSafetySystemState,Enum/Bitset,ITM-STA-027,ATP/外部安全系统状态,ExternalSafetySystemState,无,IF_IF_STA_027,p_N_8000.p_N_8100.p_N_8120.p_N_8127.rp_a916a9847aeadebb,8127,ATP接口单元,ATP/外部安全系统状态输入,PORT::8127::ATP_外部安全系统状态输入::ITM-STA-027::输入,CG_0D68248E62957CCB92C5A2A5,L2_8100.slx,p_8127_rp_a916a9847aeadebb,Inport,L2_8100.fmu,p_8127_rp_a916a9847aeadebb,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Enum/Bitset requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8127_rp_be0fc7194a7f0161,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8127_rp_be0fc7194a7f0161,L2_8100.p_8127_rp_be0fc7194a7f0161,input,Real,[-],SafetyBrakeRequest,Enum,ITM-CMD-030,安全停车/制动请求,SafetyBrakeRequest,无,IF_IF_CMD_030,p_N_8000.p_N_8100.p_N_8120.p_N_8127.rp_be0fc7194a7f0161,8127,ATP接口单元,安全停车/制动请求输入,PORT::8127::安全停车_制动请求输入::ITM-CMD-030::输入,CG_86987C60BCB826208FEFEF31,L2_8100.slx,p_8127_rp_be0fc7194a7f0161,Inport,L2_8100.fmu,p_8127_rp_be0fc7194a7f0161,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Enum requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8128_rp_0e19632016b69ff2,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8128_rp_0e19632016b69ff2,L2_8100.p_8128_rp_0e19632016b69ff2,output,Real,[-],BrakeCylinderPressure,Real,ITM-MEA-016,制动缸压力,BrakeCylinderPressure,Pa,IF_IF_MEA_016,p_N_8000.p_N_8100.p_N_8120.p_N_8128.rp_0e19632016b69ff2,8128,输入输出单元,制动缸压力输出,PORT::8128::制动缸压力输出::ITM-MEA-016::输出,CG_1AEA8B915E14A5D0FFEE30D9,L2_8100.slx,p_8128_rp_0e19632016b69ff2,Outport,L2_8100.fmu,p_8128_rp_0e19632016b69ff2,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium Pa
BIND::L2_8100::p_8128_rp_5accd69f9c3a8b0c,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8128_rp_5accd69f9c3a8b0c,L2_8100.p_8128_rp_5accd69f9c3a8b0c,output,Real,[-],SandingRequest,Boolean,ITM-CMD-024,撒砂请求,SandingRequest,无,IF_IF_CMD_024,p_N_8000.p_N_8100.p_N_8120.p_N_8128.rp_5accd69f9c3a8b0c,8128,输入输出单元,撒砂请求输出,PORT::8128::撒砂请求输出::ITM-CMD-024::输出,CG_565AF053FC6E3FF333FD7433,L2_8100.slx,p_8128_rp_5accd69f9c3a8b0c,Outport,L2_8100.fmu,p_8128_rp_5accd69f9c3a8b0c,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
